timestamp,value
1664160001.152,0.007231534621035275
1664160300.841,0.00680977744375097
1664160601.641,0.006993277255818095
1664160901.309,0.006862880764839744
1664161201.042,0.006894608245139345
1664161501.397,0.0068808997706999026
1664161801.575,0.00692168985732142
1664162101.799,0.007000500734768178
1664162401.133,0.006908826054916091
1664162701.474,0.006942185357666129
1664163001.119,0.007096450377289534
1664718901.844,0.0059353575580415995
1664719201.073,0.005836130251864654
1664719501.21,0.005793483354540987
1664719801.157,0.005790542925090032
1664720101.23,0.005828014831453768
1664720401.436,0.0059621655209203
1664720701.439,0.005543098073335608
1664721001.386,0.005888005961116754
1664721301.296,0.005814483932825739
1664721601.283,0.0058799680703883
1664721901.255,0.005841389990038235
1664722201.189,0.006036840779812031
1664722501.111,0.006005608789577441
1664722801.181,0.006093264113663725
1664723101.182,0.0059870077547758555
1664723401.642,0.005831000755613
1664723701.065,0.005689912657056273
1664724001.395,0.006101825205154262
1664724301.805,0.005987325806647771
1664724601.2,0.005652390557191641
1664724901.603,0.005897183308635118
1664725202.004,0.005716722640815715
1664725501.17,0.005875876876225606
1664725801.334,0.006139944088692088
1664726101.578,0.005744958846444441
1664726401.639,0.005847144741322537
1664726701.8,0.005834844402702825
1664727002.009,0.006057464876507853
1664727301.299,0.005873353225657253
1664727601.457,0.005692813377175312
1665042001.266,0.005812350601845677
1665042301.322,0.005204196155263602
1665042601.317,0.005655981855767246
1665042901.352,0.005682303814024289
1665043201.317,0.00534458416929088
1665043501.514,0.005592429338138366
1665043801.594,0.005560845455172378
1665046141.557,0.004462694222756761
1665046202.115,0.0019184506749810966
1665046261.558,0.0051022064219134276
1665046322.017,0.004075591689185415
1665046381.51,0.003658864654213154
1665046441.907,0.0048077123848644255
1665046502.286,0.004639022021807678
1665046561.596,0.004322270263575153
1665046621.955,0.0048043753073614
1665046681.383,0.003971037681622597
1665046741.857,0.0033984098548371063
1665046802.237,0.004726115217711192
1665046862.266,0.004696533449785693
1665046922.06,0.003244111555037602
1665046981.431,0.004324649699456029
1665047041.993,0.004765404880819755
1665047101.599,0.004581631528798945
1665047162.064,0.0050677260470285476
1665047221.545,0.003488340356719592
1665047281.943,0.0053092830822169205
1665047341.418,0.0023124882691346565
1665047401.918,0.0035410938151227006
1665047462.32,0.004119610471158748
1665047521.791,0.004639329964422973
1665047582.185,0.004218166510690307
1665047641.661,0.004655523582500244
1665047702.043,0.005036244065807797
1665047761.453,0.004459729021804461
1665047821.877,0.004863332771510735
1665047881.386,0.00425912733219718
1665047941.9,0.004430508555603872
1665048001.498,0.0039256903438061
1665048062.084,0.005598841718708912
