timestamp,value
1665042001.266,0.014332566190213863
1665042301.322,0.014958111538244185
1665042601.317,0.014109108975142934
1665042901.352,0.014483498378806407
1665043201.317,0.01335326063121886
1665043501.514,0.014299729570124976
1665043801.594,0.014812834874143055
1665046141.557,0.011599167468591473
1665046202.115,0.014936581055434056
1665046261.558,0.009606484358313292
1665046322.017,0.014022983516593979
1665046381.51,0.009235275422771763
1665046441.907,0.015760418775879238
1665046502.286,0.013891394710978323
1665046561.596,0.009927856976888992
1665046621.955,0.01507015819900388
1665046681.383,0.011135985718312707
1665046741.857,0.015709040087458614
1665046802.237,0.013769153822989457
1665046862.266,0.014221235065732515
1665046922.06,0.014381016245548928
1665046981.431,0.012783903712657831
1665047041.993,0.014820999132409059
1665047101.599,0.01077562160518682
1665047162.064,0.014738818186304875
1665047221.545,0.010352262537934292
1665047281.943,0.014436993970259226
1665047341.418,0.01337718428777826
1665047401.918,0.01190258362986062
1665047462.32,0.01239911608758464
1665047521.791,0.010697812631469631
1665047582.185,0.013059709136964375
1665047641.661,0.011261355069405996
1665047702.043,0.01233474078240495
1665047761.453,0.012019377035887697
1665047821.877,0.01129282438082802
1665047881.386,0.011407457202497764
1665047941.9,0.014553448274576553
1665048001.498,0.013657256168199905
1665048062.084,0.013261067360796883
1665048121.728,0.010819468371720998
1665048182.336,0.015417125452558612
1665048241.985,0.014267033181069099
1665048301.571,0.01164018498826261
1665048362.134,0.014425923291142593
1665048421.688,0.011485746580834559
1665048482.361,0.014954247916761643
1665048541.899,0.013473563733754591
1665048602.38,0.013696101796257083
1665048661.94,0.014704852754349719
1665048721.517,0.010869577786367912
1665048782.155,0.01420929705842289
1665048841.657,0.008593869811466901
1665048902.153,0.01377628328806483
1665048961.767,0.010287728294078135
1665049022.234,0.013903175510666376
1665049081.859,0.014585741793514111
1665049141.409,0.011713143255449485
1665049201.987,0.01310816566263098
1665049261.488,0.012585612609648612
1665049322.319,0.01436669099456584
1665049381.941,0.012691349853089205
1665049442.086,0.01567534625389068
1665049502.08,0.015727539587514813
1665049561.611,0.010002550702018404
1665049622.175,0.014822494709408782
1665049681.712,0.010421498252726334
1665049742.271,0.0126781680767802
1665049801.868,0.012204503269836565
1665049861.482,0.013313977192523325
1665049922.077,0.01333208009561961
1665049981.618,0.010424271445721618
1665050042.057,0.014261094840981503
1665050101.633,0.012012280109806962
1665050162.204,0.014685620730138939
1665050221.793,0.012706754672640819
1665050282.329,0.012823300843277544
1665050341.822,0.011064920648007683
1665050461.963,0.01416027943543925
1665050521.451,0.008043336603288579
1665050582.001,0.013567951056930783
1665050641.61,0.008983076414453487
1665050702.169,0.014715743513830596
1665050762.135,0.015161318854058931
1665050822.24,0.013267779147091098
1665050881.853,0.013160249953101569
1665050942.313,0.014976295928283442
1665051001.749,0.01332910502448004
1665051062.163,0.014549886536558056
1665051121.661,0.01213396073819066
1665051182.135,0.013173943433571908
1665051241.623,0.012435732290505761
1665051302.152,0.014616890564602612
1665051361.593,0.010714424982731001
1665051422.163,0.014643219420435696
1665051481.616,0.011322951398502798
1665051542.046,0.01494945181074793
1665051601.498,0.010850547329806956
1665051661.994,0.014425578418624529
1665051721.47,0.01117951941329541
1665051781.899,0.014295861023162998
1665051842.311,0.014535688160071534
1665051901.78,0.01508838620763596
1665051962.206,0.015234692992783454
1665052021.696,0.01249011350234078
1665052082.158,0.014450240529801862
1665052141.65,0.011418734054532314
1665052202.125,0.012693948289172103
1665052261.572,0.01080358217929624
1665052322.068,0.01567432963616964
